,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,ethanol_dilute_vol,sample_dilute_vol,well,dilute_well
0,53e0a69a-3439-46a5-b7c5-1d465bd2a730,193.62405370920897,372.4304662272334,305.57259399443865,828.372886069119,0.5585428016654929,10.756561506271362,0.013169793935091252,750.0,950.0,B4,E1
1,bc33bc62-9792-4894-8fff-da8a5156f537,330.5220590159297,420.1837996020913,726.7500288784504,222.5441125035286,0.32720152400889896,18.361772666549683,0.021856217413879556,1144.0,556.0,B5,E3
2,efcb2745-ba00-4f60-9076-a138682a6ac8,345.37384897470474,118.01545148715377,726.7500288784504,509.8606706596911,0.3131311816155836,19.186846768188477,0.02301593587303206,1168.0,532.0,B6,E4
3,b4077fed-d5e9-487d-a822-df6ec0675b8c,24.224999458529055,204.15622310712934,24.224999458529055,1447.3937779758126,4.464285814070277,1.345791969919205,0.0016912995776901013,0.0,1700.0,B8,E5
4,bc3068c4-66c5-4321-8b6a-c1c49c486042,402.42391359061,365.56739419698715,510.4644775763154,421.5442146360874,0.2687397984469452,22.356197462081912,0.026881394056864,1243.0,457.0,C1,E6
5,6835f124-f5d6-43aa-a279-afcb239638af,387.9629212617874,391.02533653378487,726.7500288784504,194.26171332597733,0.27875684891958113,21.552833673095705,0.02562286660860846,1226.0,474.0,C2,E8
6,f33b86ef-abb4-4015-a39e-7a1447404af8,484.5000072196126,249.62871842086315,726.7500288784504,239.12124548107386,0.2232142823881337,26.915840401077272,0.032012716877528796,1321.0,379.0,C3,F1
7,0c9a7a98-4035-453d-ac5c-c95edc1c0de6,203.89276139438152,342.4068047851324,24.224999458529055,1129.475434361957,0.5304127556514203,11.327027745819091,0.01408440240595936,798.0,902.0,C4,F2
8,76682cac-1ccd-4f9e-ac77-90854e231547,484.5000072196126,369.3262133002281,726.7500288784504,119.42375060170889,0.2232142823881337,26.915840401077272,0.031908608686560196,1321.0,379.0,C5,F3
9,e6581805-cb63-4d4a-a6b8-1cf24627d842,24.224999458529055,421.13494746387005,431.63811206817627,823.0019410094246,4.464285814070277,1.345791969919205,0.0016446495428930703,0.0,1700.0,C6,F4
