,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,ethanol_dilute_vol,sample_dilute_vol,well,dilute_well
0,bbd1bfff-7563-4360-b5b8-86a1deb3928f,91.45577251911163,121.41673415899277,255.0000101327896,1232.127483189106,0.4149156201539805,14.480052589416504,0.017313596530962063,995.0,705.0,A1,C7
1,5b9ac046-6ca6-4ebc-87f3-e272edaedb7b,140.35185277462006,8.499999810010195,255.0000101327896,1296.1481372825801,0.27036642424923124,22.22169419403076,0.026673250533808156,1240.0,460.0,A2,C8
2,9f782755-5ca4-4466-a1f1-a87ef665ed22,255.0000101327896,42.990994453430176,255.0000101327896,1147.0089852809906,0.14880951789636482,40.37376160430909,0.047775338921945305,1447.0,253.0,A3,D1
3,f8b2207f-b63c-44d9-8fe4-70639fdd3f5c,255.0000101327896,53.97620499134064,8.499999810010195,1382.5237850658596,0.14880951789636482,40.37376160430909,0.04951111038060028,1447.0,253.0,A4,D2
4,61431cc9-9557-45af-82c4-9e7acb251717,78.54530662298203,77.69647017121315,193.65189671516418,1350.1063264906406,0.483115162482867,12.435958269500732,0.01507684316443601,879.0,821.0,A5,D3
5,e773e91e-cdd8-466c-be37-8ff86cb7f610,52.80646309256554,59.6741259098053,39.14784900844097,1548.3715619891882,0.7185943982824885,8.360766538619997,0.010418911765421814,478.0,1222.0,A6,D4
6,4559d494-fcc2-4dfc-a4cf-a14d93eb0029,102.1071583032608,177.1695464849472,8.499999810010195,1412.2232954017818,0.37163338204679763,16.166470210266116,0.01994531520619821,1068.0,632.0,A7,D5
7,78e5ec30-0b59-4536-a9e0-21b4bac433a8,67.49768443405628,128.01671400666237,8.499999810010195,1495.9856017492712,0.5621885978696258,10.686805144691467,0.013285492555183954,744.0,956.0,A8,D6
8,e42bc4d2-0157-425c-aed0-4cdec425d9ab,120.34286111593246,146.73532024025917,171.33646681904793,1261.5853518247604,0.31531931532584073,19.053701146698,0.02295232950330368,1164.0,536.0,B1,D7
9,4133ded3-a2c0-4d14-b4fb-578358436a04,16.99999962002039,159.87804234027863,8.499999810010195,1514.6219582296908,2.2321429070351386,2.69158393983841,0.003355258147058908,0.0,1700.0,B3,D8
10,79149445-b04e-499f-bfa2-362ba81c3121,72.79537916183472,70.43619975447655,8.499999810010195,1548.2684212736785,0.5212752376365558,11.525581048583986,0.014387471306527424,814.0,886.0,B4,E1
11,f2aac2f9-31c5-4eaf-be0b-ed9c1ec48ac4,105.38417845964432,88.45649845898151,250.9124681353569,1255.2468549460173,0.36007709246373953,16.685315799713134,0.019985665584317913,1088.0,612.0,B5,E3
12,97be35cc-6af5-4906-a5ec-6c5ab5836951,104.19480428099632,128.66102010011673,8.499999810010195,1458.6441758088768,0.36418733960182187,16.49700400505066,0.020428506574348762,1081.0,619.0,B6,E4
13,6f651325-aa30-4e15-a8b8-8550752155de,16.99999962002039,186.99999898672104,8.499999810010195,1487.5000015832484,2.2321429070351386,2.69158393983841,0.0033478650023376897,0.0,1700.0,B8,E5
14,884360fc-1d5b-45f3-b018-3a687b81f8a7,190.49877524375916,74.55718629062176,157.47625455260277,1277.4677839130163,0.19919513142734346,30.16137973327637,0.03635362349863348,1361.0,339.0,C1,E6
15,45d13e36-5ae6-4aba-a657-a6cce9fb8db6,61.079638823866844,133.8033601641655,255.0000101327896,1250.116990879178,0.6212615087796003,9.670645799064637,0.011587508289841121,644.0,1056.0,C2,E8
16,76e61e49-8d12-493d-aa0e-e367cf9222a1,125.77246576547623,186.99999898672104,49.355633929371834,1337.871901318431,0.3017069621755371,19.913362146759034,0.024337523669957423,1187.0,513.0,C3,F1
17,cb91c3d6-d0df-437e-a504-7433689fb381,16.99999962002039,186.99999898672104,255.0000101327896,1240.999991260469,2.2321429070351386,2.69158393983841,0.0032261018270395825,0.0,1700.0,C4,F2
18,2ef2ca93-424e-4bab-ab05-e1a4a365afc9,140.08491709828377,99.18201193213463,28.91746796667576,1431.8156030029058,0.27088161493364277,22.179430676651002,0.027342272375699517,1240.0,460.0,C5,F3
19,2c2e06ba-fd0d-4b67-ac27-94a71a40985c,154.96895909309387,133.15506428480148,199.44920763373375,1212.426768988371,0.24486470576751546,24.535998281860355,0.029361569592582903,1284.0,416.0,C6,F4
