,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,ethanol_dilute_vol,sample_dilute_vol,well,dilute_well
0,dd68878e-994c-46c7-acb6-3e12d06e758d,24.224999458529055,252.986235357821,24.224999458529055,1398.563765725121,4.464285814070277,1.345791969919205,0.001688924285705719,0.0,1700.0,A1,C7
1,f5b2c502-fe77-4d48-858c-74dd6f6dcab3,484.5000072196126,24.224999458529055,726.7500288784504,464.52496444340795,0.2232142823881337,26.915840401077272,0.032210619764271,1321.0,379.0,A2,C8
2,8ec0725b-13dd-46ba-9fc4-7a327ff5bd8a,236.31048247218132,484.5000072196126,24.224999458529055,954.964510849677,0.45764927690544843,13.127956938171387,0.016238522799471414,922.0,778.0,A3,D1
3,1014d16d-3544-40f5-a74b-22fbc38344dd,170.16431964933872,82.55767788738012,45.94531225506216,1401.332690208219,0.6355464039196521,9.453282975006104,0.011843175552264256,620.0,1080.0,A4,D2
4,c742c306-5629-4a07-9338-35aee8320548,484.5000072196126,80.95039358362556,24.224999458529055,1110.3245997382328,0.2232142823881337,26.915840401077272,0.033370505242587424,1321.0,379.0,A5,D3
5,e39ed99b-42bb-4d44-a36a-bd12e27a367e,24.224999458529055,80.7715998776257,262.87640070542693,1332.1269999584183,4.464285814070277,1.345791969919205,0.0016755479886473585,0.0,1700.0,A6,D4
6,e43eff18-0a04-4462-bbbb-6836def08ec2,331.03685349226,330.9810458868742,497.801818549633,540.1802820712328,0.3266926938426209,18.390371481323243,0.022205267387895748,1145.0,555.0,A7,D5
7,818a2ab3-40ef-4ce1-9958-74cb8bf478d1,442.1082830429077,484.5000072196126,225.40153954178095,547.9901701956987,0.24461727042122725,24.560816943359377,0.02983384743806236,1284.0,416.0,A8,D6
8,352d30b1-6bb1-436f-9d68-7d2798ebf7cc,258.4091390669346,122.3087746091187,555.9147545322776,763.3673317916691,0.4185119838217428,14.35562237701416,0.01742679946994485,989.0,711.0,B1,D7
9,b85c04c4-5777-4315-bc18-9434dc8fbcb6,24.224999458529055,484.5000072196126,24.224999458529055,1167.0499938633293,4.464285814070277,1.345791969919205,0.0016777527106079484,0.0,1700.0,B3,D8
