,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,ethanol_dilute_vol,sample_dilute_vol,well,dilute_well
0,ee0ea2d4-9b30-4fc2-90fc-bc256cc391c4,83.60535576939583,99.64215457439423,8.499999810010195,1508.2524898461998,0.45387557079589697,13.237108111953736,0.016465945622407867,928.0,772.0,A1,C7
1,49f77d48-595e-4cce-bc06-ac47247f262f,16.99999962002039,8.499999810010195,119.83834952116013,1554.6616510488093,2.2321429070351386,2.69158393983841,0.00333936316501408,0.0,1700.0,A2,C8
2,b3aa2dac-2467-4675-9fc7-18bad70fba88,16.99999962002039,78.7231307476759,8.499999810010195,1595.7768698222935,2.2321429070351386,2.69158393983841,0.003377576402479395,0.0,1700.0,A3,D1
3,1f3d021f-b964-445b-98ed-eae11470bfdc,123.04479479789734,174.56635683774948,217.54382401704788,1184.8450243473053,0.3083952363345078,19.48149417419434,0.02325101078193142,1176.0,524.0,A4,D2
4,dca29770-528b-469b-9e4c-103f974f0620,16.99999962002039,112.72415593266487,8.499999810010195,1561.7758446373045,2.2321429070351386,2.69158393983841,0.0033681898078182395,0.0,1700.0,A5,D3
5,4f0da46c-c8c8-430c-a6f4-6033d1182767,48.24495669454336,136.9516685605049,100.19409395754337,1414.6092807874084,0.7865366904914315,7.638550207042695,0.009376636921757294,363.0,1337.0,A6,D4
6,3d99918c-6bf5-4a63-940a-ce723ed821db,16.99999962002039,8.499999810010195,255.0000101327896,1419.4999904371798,2.2321429070351386,2.69158393983841,0.003271823324611556,0.0,1700.0,A7,D5
7,a988cd8c-c220-4304-bbc3-0cd90fcc5575,72.34102487564087,171.52677327394485,245.2479600906372,1210.884241759777,0.524549225514306,11.453643829345705,0.013687550717749587,808.0,892.0,A8,D6
8,05df2000-8f3f-4f59-b3f4-1957a26b72c3,16.99999962002039,65.26063047349453,255.0000101327896,1362.7393597736955,2.2321429070351386,2.69158393983841,0.00325714459709833,0.0,1700.0,B1,D7
9,d3d31aca-3f34-4b51-ae1b-9694ebf8803b,16.99999962002039,83.19833427667618,109.86575931310654,1489.935906790197,2.2321429070351386,2.69158393983841,0.00332430351473537,0.0,1700.0,B3,D8
