,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,ethanol_dilute_vol,sample_dilute_vol,well,dilute_well
0,7c4d74ad-5362-4981-b7a5-52fee1cd2e48,100.4468671604991,431.84051390737295,39.87605467904359,1127.8365642530844,1.076661965532167,5.580210123825074,0.006941639023986373,0.0,1700.0,A1,C7
1,2b778460-0ea0-4134-8256-cc0950b1838f,47.74360043462366,169.6273609623313,480.552178658545,1002.0768599445,2.2651689534110417,2.652340784978867,0.003253077127852562,0.0,1700.0,A2,C8
2,e73de4ac-ae2f-40ac-adc9-6f4acfbb4678,297.6840842887759,187.26057887077332,659.4098865240812,555.6454503163695,0.36329561147669687,16.53749676628113,0.01990326729414866,1082.0,618.0,A3,D1
3,6e8ce412-9cdc-41b3-b8ae-fa08acb207cf,165.1192002184689,457.33877778053284,723.9936529844999,353.5483690164983,0.6549651481201575,9.173007170295715,0.010973396280660937,587.0,1113.0,A4,D2
4,ec102405-f168-46a3-935d-2d24fdaa5b1f,83.489946462214,282.27835150435567,27.288292364683002,1306.9434096687473,1.2953334624249269,4.63818790626526,0.00580209025517936,0.0,1700.0,A5,D3
5,7bf7296f-8eae-4228-a615-3d7b8c142d89,74.11083492916077,34.51371449511498,48.6894689546898,1542.6859816210344,1.4592646477663433,4.117142157316208,0.005182923717623767,0.0,1700.0,A6,D4
6,7d38b9e2-e3d3-494a-b43a-2997b6d7bf4c,91.4564370084554,456.3181411474943,63.35978492628783,1088.8656369177625,1.1825009257530217,5.0807571217536935,0.006310064857354089,0.0,1700.0,A7,D5
7,2252e0ad-3f6b-4234-9603-2420244f1080,230.24638691917062,172.91318714618683,526.7677345499396,770.0726913847029,0.4697025776414776,12.791073087501527,0.015545210567632858,902.0,798.0,A8,D6
8,bf8528f0-4b3a-429d-bb11-da3c7d2c66f7,447.4709390848875,365.84607124328613,91.42867759801447,795.2543120738119,0.24168568723086467,24.858733129119877,0.030505000753445585,1289.0,411.0,B1,D7
9,4c109404-def8-474c-a617-783ec03ec895,43.53861378505826,94.8028989136219,335.0812804698944,1226.5772068314254,2.483940392830922,2.4187375902175905,0.002996417974044356,0.0,1700.0,B3,D8
