,uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,ethanol_dilute_vol,sample_dilute_vol,well,dilute_well
0,9cff952d-2d28-47b2-bb0b-d49602fd36d2,90.61411578208208,189.66415034607053,250.6254581362009,1169.0962757356465,1.1934930942619906,5.033962935256959,0.006236825746877843,0.0,1700.0,B4,E1
1,60e54cc2-4d8e-4d0e-aab8-390bef44dcf8,228.6840627528727,270.37719916552305,470.88825792074203,730.0504801608622,0.47291149250501446,12.704279966163636,0.015443978472986739,896.0,804.0,B5,E3
2,bde1a208-9fee-499e-843b-7866aa600a77,24.224999458529055,484.5000072196126,666.3487283885479,524.9262649333104,4.464285814070277,1.345791969919205,0.0016216801961410194,0.0,1700.0,B6,E4
3,8f8ed9a5-2ea3-440f-93bf-01d9f6cbc33d,484.5000072196126,24.224999458529055,273.7314492277801,917.5435440940782,0.2232142823881337,26.915840401077272,0.03298296765090243,1321.0,379.0,B8,E5
4,f93ed4f1-94fb-4806-835e-4975da39c452,135.70741899311543,373.3526634424925,489.2200816422701,701.719835922122,0.7969153214391164,7.539069507598877,0.009160567129783114,345.0,1355.0,C1,E6
5,99049d8c-98af-4240-ad63-7784477d7c02,379.92113918066025,133.90525929629803,221.6841610148549,964.4894405081868,0.2846572887778828,21.106081723022463,0.02595406822660385,1216.0,484.0,C2,E8
6,a35e929b-49fd-4bed-a211-70524348fe8e,24.224999458529055,212.32488987967372,226.75148075446486,1236.6986299073324,4.464285814070277,1.345791969919205,0.0016725190500984808,0.0,1700.0,C3,F1
7,069a5c5d-4bfd-419e-a96e-36215855466d,211.66620852425694,484.5000072196126,538.1404653936625,465.693318862468,0.5109333331124403,11.758872656440737,0.01416884861149642,831.0,869.0,C4,F2
8,627048de-ccfc-4b9e-998f-c83de2ac353f,199.5755955018103,135.11364195495844,701.939108222723,663.3716543205082,0.5418865024886795,11.087192562294007,0.013380333922587645,779.0,921.0,C5,F3
9,9f8223fc-c3be-4ca7-b9c9-55fa9c4daa60,484.5000072196126,246.97722544893622,63.183337594382465,905.3394297370687,0.2232142823881337,26.915840401077272,0.033144994697106626,1321.0,379.0,C6,F4
